('Chinua Achebe',         'chinua_achebe',      'chinua_achebe@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('William Trevor',        'william_trevor',     'william_trevor@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),            
('Hugh Trevor-Roper',     'hugh_trevor-roper',  'hugh_trevor-roper@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Anthony Trollope',      'anthony_trollope',   'anthony_trollope@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('TS Eliot',              'ts_eliot',      'ts_eliot@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Christos Tsiolkas',     'christos_tsiolkas',  'christos_tsiolkas@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Mark Twain',            'mark_twain',      'mark_twain@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('David Uberti',          'david_uberti',      'david_uberti@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Barry Unsworth',        'barry_unsworth',     'barry_unsworth@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),            
('John Updike',           'john_updike',      'john_updike@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Mario Vargas Llosa',    'mario_vargas_llosa', 'mario_vargas_llosa@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Virgil',                'virgil',      'virgil@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Francois Marie Arouet de Voltaire','francois_marie_arouet_de_voltaire',            'francois_marie_arouet_de_voltaire@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Kurt Vonnegut',         'kurt_vonnegut',      'kurt_vonnegut@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Derek Walcott',         'derek_walcott',      'derek_walcott@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Alice Walker',          'alice_walker',      'alice_walker@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('David Foster Wallace',  'david_foster_wallace',                         'david_foster_wallace@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Natasha Walter',        'natasha_walter',     'natasha_walter@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),            
('Joseph Wambaugh',       'joseph_wambaugh',    'joseph_wambaugh@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Jesmyn Ward',           'jesmyn_ward',      'jesmyn_ward@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Alan Warner',           'alan_warner',      'alan_warner@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Sarah Waters',          'sarah_waters',      'sarah_waters@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Evelyn Waugh',          'evelyn_waugh',      'evelyn_waugh@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Fay Weldon',            'fay_weldon',      'fay_weldon@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('HG Wells',              'hg_wells',      'hg_wells@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Irvine Welsh',          'irvine_welsh',      'irvine_welsh@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Edith Wharton',         'edith_wharton',      'edith_wharton@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Edmund White',          'edmund_white',      'edmund_white@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Oscar Wilde',           'oscar_wilde',      'oscar_wilde@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Hugo Williams',         'hugo_williams',      'hugo_williams@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Tennessee Williams',    'tennessee_williams', 'tennessee_williams@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Jacqueline Wilson',     'jacqueline_wilson',  'jacqueline_wilson@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Jeanette Winterson',    'jeanette_winterson', 'jeanette_winterson@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('PG Wodehouse',          'pg_wodehouse',      'pg_wodehouse@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Naomi Wolf',            'naomi_wolf',      'naomi_wolf@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Tom Wolfe',             'tom_wolfe',      'tom_wolfe@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Mary Wollstonecraft',   'mary_wollstonecraft','mary_wollstonecraft@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('Virginia Woolf',        'virginia_woolf',     'virginia_woolf@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),            
('William Wordsworth',    'william_wordsworth', 'william_wordsworth@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),             
('John Wyndham',          'john_wyndham',      'john_wyndham@example.heyhey.edu',  'https://webmedia.willamette.edu/system/assets/280bd9bc-76d5-4308-9d6b-addac8f0dfb7/square/pnca_280bd9bc-76d5-4308-9d6b-addac8f0dfb7_square.jpg'),           
('Diana Wynne Jones',     'diana_wynne_jones',  'diana_wynne_jones',               
